text,label
whats the phone number of burger kitchen,request
does it serve chinese type of food,confirm
how bout che italian food,inform
what about a restaurant in the east part of town that serves indian type food,reqalts
and what about the phone number,request
uh find a restaurant in the west part of town and,inform
cheap indian food,inform
im looking for a restaurant in the south part of town serving austrian food,inform
italian,inform
uh whats the address and the phone number,request
what kind of food do they have there,request
their address,request
asian oriental food in the north part of town,inform
does it serve asian oriental,confirm
breath what type of food is it,request
uh that doesnt matter,inform
im looking for a restaurant with irish food,inform
im looking for a restaurant in the east part of town that serves spanish food,inform
uh korean food,inform
korean type food,inform
im looking for restaurants in the east part of town,inform
what about gastropub food,reqalts
no ah,negate
what about your signa,request
oh thank you goodbye,thankyou
im looking for a restaurant in the east part of town,inform
alright thank you bye,thankyou
im looking for a cheap restaurant serving kosher food,inform
i want to find a restaurant in the west part of town that serves vietnamese food,inform
iam looking for an expensive restaurant and it should be in the south part of town,inform
im looking for an expensive restaurant and it should serve fus,inform
uh no,negate
what about irish food,inform
do you have the phone number and post code,request
im looking for a moderately priced restaurant in the south of town,inform
im looking for european food,inform
i need a restaurant that serves canape,inform
is there a restaurant in the south part of town that serves italian food,reqalts
malaysian restaurant,inform
expensive north american,inform
breath a cheap restaurant in the north part of town,inform
and what type of food do they serve at pizza hutt,request
<noise> it doesnt matter,inform
i want modern european,inform
italian type of food,inform
expensive restaurant serves,inform
im looking for moderately priced restaurant,inform
id like a cantonese resturant in the south part of town,inform
im looking for a restaurant in the north part of town that serves traditional food,inform
uh yes can i find an expensive restaurant that serves italian food,affirm
i want italian food,inform
cheap restaurant in west part of town,inform
i wanted moderately priced,inform
okay and they serve portuguese food correct,affirm
i want lebanese food,inform
breath i want to find a restaurant in the north part of town,inform
im looking for a restaurant in the north part of town and it should serve,inform
uh cheap restaurant malaysian food,inform
whats the phone number for hotel dubai,request
im looking for gastropub food,inform
i need a restaurant in the,inform
uh yes turkish food,affirm
im looking for an expensive restaurant in the east part of t,inform
what is its address,request
do you have a restaurant that serves korean food,reqalts
give me something else,reqalts
how about a cheap asian oriental restaurant,reqalts
seafood,inform
cambridge vietnamese food,inform
whats the phone number again,request
christmas food,inform
im looking for moderately priced restaurant in the east part of town,inform
im looking for,inform
no romanian,negate
a restaurant in the west part of town,inform
i would like to find an expensive restaurant that serves japanese food,inform
alright whats the address,request
thank you good,thankyou
im looking for a restaurant in the east part of town that serves canapes,inform
okay cool uh good bye thank you,thankyou
i know thank you goodbye,thankyou
yes good afternoon im looking for a restaurant in the north,affirm
what part of town is it,request
im looking for an expensive restaurant that serves thai food,inform
i need something in the east part of town that serves,inform
how about british type food,reqalts
moderately priced restaurant in,inform
greek restaurant north of town,inform
a restaurant in the south part of town that serves italian food,inform
breath price range,request
okay international food,inform
is it thai food,confirm
okay ah wha whats the address,request
can i get the address <noise>,request
im looking for a restaurant serving vegetarian food,inform
greek restauran,inform
whats the type of food,request
okay can i have european food,inform
there any other,reqalts
<noise> no im looking for a french restaurant,negate
breath im looking for a restaurant in the east part of tow,inform
im looking for a restaurant that serves austral austrian food,inform
is doesnt matter,inform
portugese,inform
i would like to find a cheap restaurant,inform
okay does it serve indian food,confirm
i want a moderately priced chinese restaurant,inform
im looking for a restaurant in the south part of town that serves,inform
i am searching for a moderately priced restaurant in the east part of,inform
does it serve international food,confirm
breath whats the phone number of the venue,request
im looking for moderate priced restaurant in the west,inform
can i get the area,request
im looking for a moderate priced restaurant in the south part of,inform
cross over food,inform
uh do you have any korean food,inform
moderately priced catalan food,inform
what was the phone number for chiquito,request
moderate priced restaurant that serves indian food,inform
moderately priced restaraunt,inform
what about australian asian,reqalts
<noise> what is the area,request
okay and ah,ack
what is the other portuguese restaurant,reqalts
im looking for asian oriental food,inform
food from thailand,inform
im looking for a moderately priced restaurant that serves japanese,inform
i want something else,reqalts
i want to find a moderately priced restaurant that serves fusion food,inform
restaurant in the south part of town that serves mexican food,inform
do they have turkish food,confirm
what is their address and phone number please,request
could you give me another venue,reqalts
how about chinese type of food,reqalts
im looking for a restaurant in the center that serves international,inform
i would like to find a moderately priced restaurant and it should serve greek food,inform
can i get the post code,request
can i have irish food,inform
serving mediterranean food,inform
yes cheap,affirm
id like a pan asian restaurant,inform
no that is not unintelligible italian type of food,negate
<noise> im looking for a cheap restaurant in the south part of town,inform
can i have the phone number please,request
uh im looking for a moderately priced restaurant serving,inform
cheap,inform
tell me the post code,request
can i have the address of the last one,request
and the price code,request
okay how about indian food,reqalts
no what about thai food,negate
id like to find a moderately priced restaurant,inform
what is the post co,request
in what area,request
what restaurants are in the west part of town,reqalts
unintelligible irish food,inform
how about asian oriental type of food,reqalts
moderately priced restaurant turkish food,inform
any of those things,inform
expensive price range,request
uh doesnt matter,inform
i want a cheap restaurant that serves cuban food,inform
may i have the postcode,request
fine,ack
uh no thank you and good bye,negate
could you give me the number,request
address and price range,request
how about portugeuse,reqalts
can i get their phone number,request
food of the venue,request
expensive expensive,inform
doesnt matter i dont care,inform
im looking for a cheap restaurant in the north of town,inform
could i have the address and phone number of the venue,request
it doesnt matter in the south part of town,inform
find restaurant in south of town serving international f,inform
what about french food,reqalts
um im trying to find a restaurant in the unintelligible of town,inform
um any type,inform
cheap restaurant serving scandinavian food,inform
vietnamese type of food,inform
is there an expensive restaurant serving thai food,inform
can you find a moderately priced restaurant,inform
uh whats the address,request
is that in the center,confirm
um okay thank you good bye,thankyou
and whats the price range,request
uh is there any restaurant that serves indian food,reqalts
id like to find a restaurant serving crossover food,inform
im looking for a unintelligible food,inform
fine i want restaurant in the north part of town,inform
phone number and food,request
give me a different restaurant,reqalts
cheap restaurant portuguese,inform
yes an expensive restaurant serving african food,affirm
looking for cheap barbecue food,inform
right in the south side of town though,affirm
isian food,inform
moderate price in south,inform
i want a restaurant that serves creative food,inform
can i have the address,request
what is the golden woks address,request
can i have the address please,request
no australian food,negate
are there any restaurants that serve english food,reqalts
can i have his phone number,request
can i get a moderately priced restaurant in the north,inform
can i get a restaurant in the center,inform
im looking for moderately priced in the north part of town,inform
excellent can you give me the phone number please,request
im looking for a cheap restaurant that serves brazilian,inform
what is the phone number and address,request
oh whats the address,request
expensive,inform
looking for a cheap restaurant serving portuguese food,inform
the west of town with italian food,inform
<noise> i want to find a restaurant that serve french food,inform
im looking for a restaurant in the west part of town that should serve english food,inform
the west side,inform
expensive restaurant in the east,inform
can i get the number,request
whats the address phone number and price range,request
<noise> taquita restaurant,inform
that serves spanish food,inform
i need a cheap restaurant serving italian food,inform
a cheap restaurant serving caribbean food,inform
can i have the address and the post code,request
that serves traditional food,inform
looking for cheap eritrean food,inform
uh yeah im looking for a restaurant in the south part of town and that serves kosher food,affirm
whats their phone number,request
im looking for unintelligible food,inform
i am looking for an expensive restaurant serving kitalian food,inform
i want to find a moderately priced restaurant that serves vietnamese food,inform
i need a restaurant serving crossover food in the west part of town,inform
id like to find a spanish restaurant in the center,inform
um im looking for a restaurant in the center part of town that serves lebanese food,inform
i would like a restaurant in the west part of town that serves cuban food,inform
im looking for a moderately price restaurant that serves halo food,inform
right on good bye peace,affirm
what is the phone number please,request
i want a moderately priced restaurant in the east,inform
address phone number post code,request
i want to find a restaurant in any area,inform
im looking for a cheap restaurant in the north,inform
i need an expensive restaurant that serves french food,inform
id like to find a restaurant serving french food,inform
im looking for lebanese food,inform
what about chinese food,reqalts
okay what about north american food,reqalts
brazilian food,inform
okay change restaurant,inform
looking for a moderately priced restaurant that serves cancun,inform
may i get the address,request
im looking for a restaurant cheap restaurant serving romanian food,inform
swiss,inform
uh i want cantonese food,inform
polynesian,inform
id like a restaurant in the north part of town serving indian food,inform
what type of food is there,request
can i find an expensive russian food restaurant,inform
no i want thai food,negate
expensive restaurant that serves afghan food,inform
please repeat,repeat
in the east of town,inform
can you repeat the phone number and address please,request
is there a venue in the west part of town,inform
okay thats all,bye
uh how about chinese food,reqalts
what kind of food,request
mexican food,inform
is there mediterranean food,inform
is there any thing else,reqalts
okay could you give me the address,request
im looking for a korean restaurant in the expensive price range,inform
part of town is it in,request
looking for a restaurant in the center that serves,inform
how about moroccan food,reqalts
okay i need the address,request
and the post code,request
im looking for an expensive restaurant in the east part of town,inform
where is it lcoated,request
and their phone number please,request
i want to know the address and the,request
british food in north part of town,inform
price range address phone number,request
what is the address of the,request
expensive restaurant that serves lebanese food,inform
i would like a restaurant that serves korean food,inform
south part of town,inform
i need a restaurant that serves african food,inform
something cheap,inform
could you give me the phone number and post code,request
yes uh turkish food in my area,inform
uh yes i would like a restaurant in the center and it should serve jamaica,affirm
a moderately priced restaurant in the north part of town,inform
im looking for a restaurant that serves traditional food,inform
uh spanish food,inform
indian food in the south,inform
im sorry i meant creative food,inform
does it serve european type food,confirm
looking for an expensive restaurant that,inform
expensive restaurant in the south of town,inform
european food,inform
i want swiss food,inform
looking for austrian food in the center of town,inform
uh is there a korean restaurant in the center of town,confirm
where,request
im looking for a restaurant in the south part of town and it should serve scandinavian food,inform
cheap restaurant spani,inform
no indian food,negate
how about north american food,reqalts
can i get a restaurant with vegetarian food,inform
thank you good bye crosstalk,bye
need one in the west part of town,inform
uh no preference,negate
i am looking for a restaurant in the center that serves korean food,inform
breath okay how about thai food,ack
gastro pub food,inform
i am looking for asian oriental type food,inform
restaurant in the north part of town serv,inform
doesnt it does not matter,inform
yea in the east part of town,affirm
and phone number,request
breath no american food,negate
im looking for a restaurant that serves corsica food,inform
that serves chinese food,inform
vegetarian food please,inform
how about the phone number,request
talking whats the address,request
can i have the post code,request
romanian food,inform
okay what kind of food,request
i want a polynesian restaurant in the west part of town,inform
id like a restaurant that serves asian food,inform
thatll do dear whats the address of that venue,ack
no south part of town,negate
okay but im going to nandos thank you good bye,thankyou
un unusual food,inform
i need to find one in the south part of town,inform
cheap restaurant serving mediterranean food,inform
breath unusual food,inform
what is the food type,request
uh yes id like an expensive restaurant that serves vegetarian food,affirm
do you have jamaican restaurant,inform
i dont know,inform
what about the center of town,reqalts
i need a moderately priced restaurant in the north of town,inform
that serves restaurant in south part of town,inform
and can i have the post code please,request
im looking for a restaurant in the north part of town that serves french food,inform
hi i want to find a moderately priced restaurant in the north part of town,hello
no portuguese,negate
ah where is it,request
how about an indian restaurant,reqalts
welsh food,inform
moderately priced restaurant serving indian food,inform
how about indian food in the east part of town,reqalts
addre,request
uh is there any other,reqalts
may i have the phone number talking,request
id like a restaurant in any area that serves vegetarian food,inform
uh gastropub food,inform
im looking for a restaurant in the north part of town that serves french,inform
uh whats the price range,request
do you have prezzo,inform
what area is it in,request
id like to know the phone number,request
i would like to find a restaurant in any area serving international food,inform
in the center of town,inform
thank you and goodbye,thankyou
unintelligible yeah what about thai food,affirm
thank you goodbye <noise>,thankyou
no im looking for a cheap price range in the east part of town,negate
im looking yes a restaurant in the east of town,affirm
im looking for romanian food,inform
thats fine whats the address,request
im looking for a restaurant in any area of town that serves belgium food,inform
moderately price,inform
where is one,request
id like an expensive italian restaurant,inform
looking for a cheap restaurant,inform
restaurant south,inform
how about one that serves portuguese food,reqalts
is it asian oriental,confirm
okay what is the address,request
im looking for a restaurant that serves indian food,inform
i want to find a moderately priced restaurant and it should serve asian food,inform
breath id like a cheap restaurant in the north part of town,inform
australasian,inform
uh thank you and good bye,bye
a restaurant with afghan food,inform
moderately priced in the west part of town,inform
im looking for a restaurant that serves thai food,inform
part of town the address and postal code please,request
may i have the address and phone nymber,request
korean food expensive,inform
im looking for a restaurant in the north part of town serving indian food,inform
moderate please,inform
restaurant in the center serving persian food,inform
i want christmas food,inform
how bout thai,inform
im looking for indian food,inform
im looking for a restaurant in the north part of town serving lebanese food,inform
french food any part of town,inform
id like a international restaurant in the north part of town,inform
i want to find a moderately priced restaurant that serves vietna,inform
is there any restaurant,reqalts
chinese chinese,inform
moderately priced restaurant serving international food,inform
whats the price range again,request
english food,inform
uh id like a moderately priced restaurant in the north part,inform
can you find a modern european restaurant,inform
im looking for a restaurant in the south part of town that serves creative food,inform
is there a indian restaurant in the south part of town,confirm
corsica,inform
how about west,reqalts
is there a restaurant serving thai food,reqalts
looking for a restaurant in the north side of town,inform
west killeen,inform
breath id like to find a moderately priced restaurant in the west part of,inform
is the one that serves indian food,inform
i do i dont care,inform
hello im looking for a cheap,hello
im looking for corsica food,inform
find a restaurant in the west part of town,inform
west part of town moderately priced,inform
great whats the phone number,request
thats the north,inform
im searching for a chinese restaurant,inform
im looking for a restaurant that serves modern european food,inform
a moderately priced restaurant in the,inform
how about an indian restaurant in the north part of town,reqalts
im looking for a restaurant in the east part of town that serves,inform
<noise> thank you good bye,thankyou
right in the south part of town,affirm
im looking for venison food cross talk,inform
looking for a moderately priced restaurant that serves tuscan food,inform
yes i dont care about the price range,inform
address phone number area,request
no okay thats fine what about french food,negate
food an,inform
im looking for a chinese restaurant,inform
i want a scandinavian restaurant thats expensive,inform
what is the address and phone number,request
say thank you good bye,thankyou
looking for afghan good,inform
a cheap restaurant serving mexican food,inform
how about one serving unintelligible food,reqalts
um west side,inform
can i have the phone number and post code of the venue,request
caribbean foo,inform
there korean food,inform
may i have the phone number and post code please,request
can i get the address and post code,request
i dont want chinese i want thai food,deny
id like a barbecue restaurant,inform
restaurant in the east part of town japanese,inform
uh italian food,inform
what type of food does the venue,request
yes and in french please,affirm
yes id like a moderately priced restaurant,affirm
okay is it in the west part of town,confirm
uh no im looking for italian food,negate
no im looking for gastropub food,negate
find restaurant in north part of town serving fusion food,inform
is there a restaurant serving indian type of food,inform
okay uh can i,ack
ah whats the phone number,request
what price range,request
modern european foo,inform
um spanish food,inform
british,inform
can i have a cheap restaurant,inform
uh yes can i find a cheap restaurant in the north part of town,affirm
do you have a place that serves turkish food,inform
im looking for an expensive restaurant and it should serve malaysian food,inform
can you give me the address and price range,request
serving barbecue food,inform
i am looking fora restaurant that should serve,inform
how about korean foo,reqalts
cheap mexican food,inform
whats their address and phone number,request
what is address and phone number,request
what about korean,reqalts
good i have the address of that,request
german,inform
looking for a moderately priced restaurant in the east,inform
im looking for restaurant that serves portuguese food,inform
id like an expensive restaurant,inform
yes id like to find a cheap,affirm
im looking for vietnamese food in the north part of town,inform
what about the post code,request
how about international food,reqalts
im looking for british food,inform
im looking for one that serves asian oriental food,inform
i want indonesian food,inform
i need cheap hungarian restaurant,inform
english food center part of town,inform
and what area is it in,request
im looking for a restaurant in the south part of town with creative food,inform
find me a moderately priced restaurant in,inform
can i get a restaurant in the east part of town that serves italian food,inform
uh north,inform
yes moderate priced,affirm
i need a restaurant that serves corsica food,inform
okay what type of food do they serve,request
restaurant in the center,inform
im looking for a restaurant in the south part of town,inform
im looking for a moderately priced restaurant in the,inform
change that to any price range,inform
a restaurant in any area,inform
okay whats the phone number,request
um east part of town,inform
whats a cheap restaurant in the west,inform
repeat that,repeat
um could i have the address,request
im looking for a restaurant in any area that serves cantonese food,inform
what is the address phone number and price range,request
im looking for an expensive restaurant that serves english food,inform
i need a restaurant serving chinese food,inform
i want to find moderately priced restaurant it should be,inform
restaurant any area kosher food,inform
british food,inform
what kind of food do they serve,request
can i get the address phone number and area,request
goodbye thank you,thankyou
can i have the address phone number and postal code,request
is it in the south part of town,confirm
sure how about asian food,reqalts
breath i am looking for a restaurant in any area that serves gastropub type of food,inform
the type of food,request
serve persian food,inform
uh yes can i have expensive restaurant that serves thai food,affirm
i am looking for a moderately priced restaurant in the north,inform
whats the address,request
i am looking for an expensive restaurant that serves swedish food,inform
could i find an expensive restaurant that serves european food please,inform
restaurant in the north part of town,inform
im looking for fusion food,inform
i dont care what price range,inform
i am looking for a moderately priced restaurant that serves russian food,inform
what about the area,request
type of food served,request
chinese food east part of town,inform
what is prezzos address,request
how about the center of town,reqalts
can i get a address,request
brazilian,inform
kay how about indian food,reqalts
how about a moderately priced restauran,reqalts
yeah im looking for a restaurant serving kosher food,affirm
is that persian food,confirm
could i have their phone number and post code,request
and uh their post code,request
irish fdod,inform
can i have the post code please,request
catalan,inform
serving christmas food,inform
i need to find an expensive restaurant in the south part of town,inform
i want to find a restaurant in the center and it should serve vietnamese food,inform
is there anything else besides golden wok,reqalts
any asian oriental,inform
what type of food does the missing sock ser,request
restaurant in the north part of town that serves turkish food,inform
im looking for a greek restaurant,inform
okay can i have the rest of the address for da vinci,request
no not <noise>,negate
any spanish,inform
serve hello food,hello
i would like a restaurant in the south part of town,inform
i want swedish ffood,inform
address phone number and price range,request
japanese food,inform
im looking for a cheap restaurant serving international food,inform
in any area,inform
is there anything that serves north american,reqalts
can i get the address phone number and price of food,request
thanks us,thankyou
i want something that serves lebanese food,inform
i need a cheap restaurant,inform
does it serve polynesian food,confirm
is there another,reqalts
im looking for a restaurant in the south of town serving chinese food,inform
international type of food,inform
im looking for a restaurant in the south part of town that serves vietnamese food,inform
and price range,request
okay and uh how about the phone number,request
expensive korean food,inform
breath id like a cheap restaurant in the south part of town,inform
can i have french food in the center,inform
<noise> south part of town,inform
how about international food in any price range,reqalts
i want to find chinese food,inform
restaurant in west part of town,inform
alright whats the phone number,request
may i have the address phone number and postcode,request
is there a restaurant in the east part of town that serves indian food,reqalts
okay and can i get the address,request
expensive european,inform
free food,inform
okay bye,bye
the post code,request
um im looking for a cheap restaurant,inform
uh is there a restaurant that serves international food,reqalts
im looking for a moderately priced restaurant in the south part of town,inform
address phone number,request
another place,reqalts
i am looking for a moderately priced restaurant in the south part of town,inform
can i have the address phone number and,request
okay and whats the phone number,request
kosher food in the north,inform
id like a moderately priced restaurant that serves cuban food please,inform
im looking for a restaurant in the west part of town that serves halo food,inform
i need a restaurant in any area with swedish food,inform
afghan <noise>,inform
romanian food in the center,inform
indian type food,inform
yes can i have a moderate priced restaurant,affirm
give me the address and phone number,request
that should be in the east part of town,inform
no well how about thai,negate
what is the address and area,request
is it moderately priced,confirm
portuguese type of food,inform
im looking for a restaurant that serves french food,inform
uh expensive,inform
im looking for a restaurant in the east part of the town with indian asian food,inform
part of town that serves chinese food,inform
postcode,request
find gastropub,inform
and what type of food is it,request
chinese type of food,inform
i need a moderately priced restaurant,inform
ah whats the price ran,request
could i have their address and phone number,request
im looking for an expensive restaurant in the east part,inform
the expensive,inform
id like a restaurant in any area that it serves canapes,inform
i would like the address and phone number,request
chinese food please,inform
wrong,deny
does it serve m african food,confirm
katalian food,inform
im looking for a restaurant in the east part of town serving catalan food,inform
i would like a cheap restaurant in the south part of town,inform
see the address,request
im looking for international,inform
im looking for a restaurant that serves romanian food,inform
jamaican,inform
that serves turkish food,inform
cheap restaurants,inform
cool whats the address,request
no i need a restaurant in the west part of town,negate
restaurant with scandin,inform
im looking for a restaurant in the south part of town that serves european food,inform
how about cantonese food,reqalts
what is la margheritas address,request
international food in the east part of town,inform
im looking for a restaurant in the east part of town that serves chinese,inform
whats the post code,request
no im looking for a moderately priced restaurant that,negate
im looking for korean food any price range,inform
moderately priced restaurant in the west part of town,inform
could i have their address please,request
jamcian food,inform
im looking for a restaurant,inform
in the center that serves unintelligible asian,inform
no hungarian,negate
greek food in the moderate,inform
i want it in the north part of town,inform
i need a moderately priced restaurant in the west part of town,inform
im looking for an expensive,inform
could i get their address and phone number,request
i want to find a cheap restaurant and it should be in the north part of,inform
i cant answer in spanish,inform
serving lebanese food,inform
scottish food,inform
what part of town is it located,request
and can i get the address,request
do they serve chinese food,confirm
i want a restaurant in the center that serves seafood,inform
okay how about modern european food,reqalts
does it serve hungarian food,confirm
what is the phone number a,request
venue,inform
basque food in the east part of town,inform
the center of town,inform
breath can you find me danish restaurant,inform
does it serve italian food,confirm
where is it,request
i want a cheap hungarian food restaurant,inform
what is the phone number and addre,request
no i want belgium food,negate
im looking for turkish food,inform
how about french food,reqalts
i dont care is there anything else,reqalts
and what kind of food,request
im looking for a restaurant in the center of town that serves african,inform
id like to find an expensive restaurant in the east side of town,inform
canopus,inform
cheap restaurant in the east of town,inform
a post code,request
um anything else,inform
give me the address phone number and price range,request
whats their price range,request
im looking for a restaurant in the center of town serving german food,inform
a restaurant in the center of town,inform
im looking for a restaurant that serves tuscan food,inform
what the address,request
yea im looking for an expensive restaurant that serves portuguese,inform
im looking for a moderately priced restaurant that serves european food,inform
hungarian food in the center of town,inform
restaurant in the west part of town that serves ca,inform
how about european type of food,reqalts
thats everything thank you,thankyou
i am looking for a moderately priced restaurant serving cantonese food,inform
lebanese food,inform
serving romania food,inform
okay and what about spanish,reqalts
indian food in the south part of town,inform
im looking for expensive restaurants in the east part of town,inform
restaurant and it should be,inform
international food in the west part of,inform
what is the phone number of that venue,request
im looking for a restaurant in the west park of town that serves australian food,inform
is there anything else that serves turkish,reqalts
find australian restaurant in north part of town,inform
ah what have you got for thai food,inform
can i have the european food,inform
i would like a restaurant that serves gastropub food,inform
i got to find a cheap restaurant that serves mexican food,inform
no im looking for an expensive restaurant in the east part of town,negate
italian restaurant,inform
may i have their address and phone number,request
i need to find a restaurant in the west part of town,inform
how about a different restaurant,reqalts
can i have the phone number and address,request
cheap resataurant serving unintelligible food,inform
moderate european food,inform
a restaurant in the center that serves leban,inform
does it serve spanish food,confirm
i need restaurant serves spanish food,inform
looking for persian food,inform
doesnt matter west part of town,inform
wrong no,negate
austallison,inform
restaurant east,inform
looking for a restaurant in the south part of town with german food,inform
i am looking for a moderately priced restaurant,inform
hi <noise>,hello
could i have a moderately priced restaurant in the east part of town,inform
right that serves italian food,affirm
can i get the phone number and price range,request
african food please,inform
east part of town serving swedish food,inform
okay show me the address,request
hi i would like an expensive restaurant in the east part,hello
uh yes a cheap restaurant,affirm
is there a restaurant in the west part of town that serves thai food,reqalts
id like a cheap italian restaurant,inform
and would you be able to tell me the phone number,request
breath expensive,inform
serves turkish food,inform
im looking for a cheap pan asian food,inform
could i have its address,request
i am looking for hungarian food,inform
im looking for seafood,inform
next one please,reqalts
and finally the post code,request
cheap in the west part of town,inform
hi i want a restaurant,hello
fancy restaurant moroccan food,inform
is there one that serves creative,inform
im looking for a moderately priced restaurant that serves,inform
im looking for jamaican food in the south part of town,inform
chinese oriental,inform
does not matter,inform
gastro,inform
im looking for a restaurant in the center part of town that serves creative food,inform
restaurant any area japanese food,inform
i am looking for a moderately priced restaurant in the,inform
uh moderate,inform
hi im looking for mexican food,hello
korea,inform
and what is the address,request
uh cheap restaurant in north part of town,inform
id like a restaurant that serves australian asian food,inform
yes in the north part of town,affirm
dont care east part of town,inform
phone number <noise>,request
yes in the east part of town,affirm
how about gastropub,reqalts
a moderate restaurant in the west part of town,inform
oh god uh yes mediterranean food,affirm
can i have a restaurant in the center with spanish food,inform
restaurant in the north part of town that serves,inform
i want to find an expensive restaurant that serves korean food,inform
could i have the address phone number and type of food,request
thank you bye,thankyou
how about european,reqalts
restaurant in the west part of town,inform
vietnamese in the center part of town,inform
id like the phone number of the restaurant you just told me,request
um doesnt mater,inform
could you repeat the phone number,request
i want a moderately priced restaurant that serves mediterranean food,inform
find restaurant serving asian oriental,inform
can i have the venusian food,inform
korean food in the north part of town,inform
whats its price range,request
i would like to find a restaurant in the north part of town that serves kosher food,inform
any price range <noise>,inform
may i have the price range,request
i would like the address,request
im looking for tuscan food,inform
its in the south,inform
give me another one,reqalts
cheap portuguese food,inform
does it serve canapes food <noise>,confirm
uh what about modern european,inform
i need a vietnamese restaurant,inform
not korean,inform
how about british food,reqalts
again i do not care,inform
iam looking for a restaurant in the center,inform
im looking for a restaurant in the south part of town serve international food,inform
yes that sells korean food,affirm
another please,reqalts
cheap restaurant serving indian food,inform
what about persian food,reqalts
im looking for a restaurant in the north part of town that serves euro,inform
and what is the post code again,request
ah im looking for a cheap restaurant,inform
uh yes,affirm
i am looking for persian food please,inform
id like an expensive restaurant that serves fusion food,inform
and can i have the address,request
and the phone number again,request
anything else gastropub,reqalts
is it what price range,request
im looking for indian,inform
whats the phone number and post code,request
im looking for a restaurant that serves vietnamese food,inform
could i have a restaurant that serves asian oriental food,inform
um i would like to find an expensive restaurant in the south part of town,inform
im looking for an expensive restaurant that serves basque food,inform
mediterranean restaurant in any area,inform
do you have any asian oriental food,inform
south of town,inform
im looking for an expensive restaurant that serves gastropub food,inform
