label,text
thankyou,thank you good bye
inform,restaurant
request,whats the address and phone number
inform,north
inform,unintelligible food
request,may i have the post code
inform,any price range
request,price range
request,what is the phone number
inform,im looking for a cheap restaurant and it should be in the east part of town
request,address
request,can i have the address and phone number
inform,im looking for an expensive restaurant in the south part of
thankyou,thank you good bye
affirm,yes
reqalts,is there another restaurant in the west of town
inform,im looking for a restaurant in the south part of town serve international food
inform,russian
inform,european food
inform,portuguese
request,and whats its phone number
request,the phone number
request,phone number
inform,british food
reqalts,how about modern european food
thankyou,thank you good bye
request,phone number
inform,cheap
inform,anywhere
thankyou,thank you good bye
inform,it doesnt matter
inform,vietnamese
request,whats the price range please
inform,italian food
inform,i am looking for italian
inform,i want to find a moderately priced restaurant in the west part town
negate,breath no malaysian food
affirm,right
request,can i get the phone number
thankyou,thank you good bye
inform,seafood
inform,id like a hungarian food restaurant in the centre part of town
inform,dont care
inform,i dont care
affirm,yes
thankyou,thank you good bye
reqalts,is there anything else
inform,west part of town
inform,just give me a cheap restaurant
request,phone number
request,phone number
inform,a cheap restaurant in the west part of town
inform,moderately priced restaurant in the north part of town
inform,moderately priced
thankyou,thank you good bye
inform,i dont care
inform,cuban food
inform,pan asian food
inform,spanish food
request,can i have the address
request,address
inform,any
request,whats their address
thankyou,thank you good bye
inform,any area expensive price range
inform,i dont care
thankyou,thank you good bye
inform,thai food
repeat,repeat
affirm,yes and it needs to be moderately priced
inform,moderately priced west of town
inform,i dont care
request,can i have the address and phone number
request,what is the address
inform,looking for a restaurant in the south part of town
inform,italian food in the west part of town
request,type of food
reqalts,what about gasper gastropub type o
request,and whats the phone number
request,address
inform,barbecue
inform,im looking for a restaurant that serves bistro food
inform,with scottish
request,and what type of food is that
thankyou,thank you goodbye
reqalts,how about portuguese food
reqalts,how about italian
inform,im looking for a restaurant in the east part of town
thankyou,thank you good bye
inform,moderately priced
reqalts,what else is there
request,can i have the price range
request,whats the address
reqalts,how about a cheap asian oriental restaurant
thankyou,thank you good bye
inform,hi id like a moderately priced restaurant in the north
reqalts,anything else
request,address
inform,restaurant in any area thats
request,what is its phone number
reqalts,is there anything else
request,id like the phone number of the restaurant you just told me
request,can i have the phone number and address
thankyou,thank you good bye
request,can i have the address
request,what part of town is it located
reqalts,how about chinese
thankyou,thank you good bye
inform,west part of town
thankyou,thank you good bye
reqalts,how about indian food
reqalts,is there any restaurant serving asian oriental food
affirm,yes
inform,in the west part of town
request,phone number
inform,food
request,whats the address
request,can i have the phone number of the venue
request,whats the phone number
thankyou,thank you good bye
inform,expensive restaurant
inform,in the north part of town
affirm,yes
inform,i dont care
request,can i have the address and postal code
request,address
request,phone number
thankyou,thank you good bye
request,what kind of food is it
inform,i would like moroccan food
thankyou,thank you good bye
reqalts,how about european food
request,can i can i have the address and price
request,whats the post code
request,what is the address and phone number
inform,i need an expensive british restaurant
request,what is the address and phone number
request,phone number
negate,no
request,phone number
reqalts,anything else
request,may i have the phone number
thankyou,thank you good bye
inform,west part of town
request,what type of food does the venue
request,whats its number
thankyou,thank you good bye
inform,asian oriental
request,whats their address
inform,um is there one selling indian
inform,south
thankyou,alright thank you goodbye
request,area
inform,german food
inform,expensive restaurant
inform,im looking for a cheap restaurant that serves malaysian food
inform,what about mediterranean food
inform,how bout asian oriental
inform,sea food restaurant
request,what is their address
inform,i want a restaurant in the north par
inform,im looking for a restaurant in the center of town that serves
thankyou,thank you good bye
inform,food
reqalts,how about italian food
inform,im looking for a restaurant in the center of town that serves romanian food
request,what part of town is it in
request,phone number
inform,un unusual food
thankyou,thank you good bye
request,what is their phone number
inform,are there any serving european food
inform,east
thankyou,thank you good bye
request,price
inform,what about the other moderately priced restaurant in the south part
request,what is the address
request,the address
inform,doesnt matter
inform,im looking for seafood
inform,i would like to find an expensive restaurant that serves corsica food
inform,<noise> center
request,address
inform,i dont care
inform,cheap
request,address
inform,moderate priced
reqalts,anything else
inform,any type
request,whats the post code
request,post code
inform,i would like a moderately priced restaurant in the west part of town
request,what is the price range
request,what is the price range
reqalts,how about indian food
inform,european food
request,address
inform,hungarian
request,okay and ah whats the price range
inform,okay cheap turkish food
request,and the phone number
thankyou,thank you good bye
thankyou,thank you good bye
request,and the price code
request,what is the phone number and address
inform,center
inform,i dont care
request,whats the address and phone number
thankyou,um thank you goodbye
inform,european
inform,any
request,post code
inform,can i have spanish food in
reqalts,can you tell me a restaurant in the south part of town
inform,anything
inform,any of town
inform,i want thai food
request,okay phone number
inform,im looking for a moderately priced restaurant that serves
request,address
affirm,yes
inform,looking for something moderately priced in the north side of town
inform,can i have a caribbean food
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,what about french food
affirm,yes
request,what is the address and phone number
thankyou,thank you good bye
request,may i have the address
request,phone number
thankyou,thank you good bye
request,whats the phone number
inform,moderate
request,phone number
request,and whats their address
request,phone number
request,could i have the address phone number
thankyou,thank you good bye
inform,any
inform,im looking for a cheap restaurant in the east part of town
inform,west
request,what is the telephone number
inform,i need a moderately priced restaurant in the south part of town
inform,dont care
inform,breath expensive
request,phone number
thankyou,thank you good bye
request,type of food
inform,i need a restaurant serving crossover food in the west part of town
reqalts,anything else
affirm,yes
reqalts,how about indian
thankyou,thank you
inform,doesnt matter
reqalts,what about north american food
request,what type of food does it serve
request,oh whats the phone number
inform,i need a cheap restaurant that serves christmas food
inform,the east part
request,what is the address and phone number
confirm,is it chinese food
inform,that serves restaurant in south part of town
inform,indian food
request,address
reqalts,what about gastropub type of foo
inform,canapes
inform,i dont care
inform,indian
request,address
request,can i have the phone number
inform,i dont care
inform,irish food
inform,moderate west
reqalts,how about chinese food
request,what is the address
thankyou,thank you good bye
inform,international
inform,looking for hungarian food in the north side of town
bye,goodbye
inform,i want to find a moderately priced restaurant and it should serve
thankyou,thank you
repeat,repeat
inform,spanish
thankyou,thank you good bye
request,whats the address
inform,spanish food
request,what is the phone number
inform,dont care moderate
reqalts,is there anything else
thankyou,thank you good bye
inform,uh the west part of town
inform,north
request,address
inform,im looking for a restaurant in the moderate price range
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,breath im looking for a restaurant in the south part of town that serves malaysian food
inform,im looking for a restaurant in the west part of town that serves moroccan food
inform,south of town
inform,swedish food
inform,in the north part of town
thankyou,thank you good bye
reqalts,how about the center of town
inform,french food
request,what price range
inform,moderate
inform,i dont care
inform,chinese food
inform,doesnt matter
deny,wrong
reqalts,how about portuguese
affirm,yes
thankyou,thank you good bye
inform,can i get swedish food
thankyou,thank you goodbye
inform,any
inform,asian oriental
inform,um world food
inform,looking for a restaurant in the north of town
reqalts,okay how about modern european food
inform,im looking for romanian food in the expensive price range
bye,good bye
inform,dont care
inform,italian food
affirm,yes
thankyou,thank you good bye
request,what is the address
inform,i dont care
negate,no <noise>
request,kay can i have the address phone number and the area
request,price range
inform,im looking for an moderately restaurant and it should be in the south part of town
thankyou,thank you goodbye
inform,moroccan
request,phone number
request,what is their phone number
inform,gastropub
inform,can i get an expensive
request,address
thankyou,thank you
inform,any
reqalts,how about european food
inform,find restaurant in north part of town serving fusion food
restart,oh jesus christ start over
inform,i need a vietnamese restaurant
request,address
inform,in the center
affirm,yes can i have an expensive restaurant
request,may i have the address please
inform,expensive restaurant
affirm,yea
inform,im looking for an expensive restaurant in the south part of town
inform,brazilian food
inform,i dont care
inform,cheap
request,whats the phone number
inform,european
inform,greek food in the moderate
inform,im looking for a cheap spanish restaurant
inform,yea im looking for an expensive restaurant in the south part of town
hello,hi im looking for cuban food
inform,vietnamese food
request,phone
inform,i dont care
reqalts,do you have a restaurant that serves korean food
request,what is the address
request,location
inform,cheap restaurant north part of town
inform,looking for a restaurant in any area
negate,no
thankyou,thank you good bye
inform,scandinavian food
inform,any
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderately priced french food
thankyou,thank you <noise>
thankyou,thank you good bye
inform,i want to find a moderately priced restaurant
confirm,is it moderately priced
inform,im looking for a cheap restaurant in the east part of town
confirm,does it serve korean food
inform,any
request,what kind of food do they serve
reqalts,anything else
inform,doesnt matter
inform,center
inform,im looking for hungarian food i dont care about the price
reqalts,kay how about indian food
reqalts,how about korean food
thankyou,thank you good bye
reqalts,what about british food
thankyou,thank you good bye
request,what is the addre
affirm,yes
inform,cheap restaurant
inform,japanese
inform,i dont care
inform,east
request,can i get the address and phone number
request,phone number
inform,persian
inform,breath i would like port portuguese food
request,the address
confirm,is it in the east part of town
inform,i dont care
reqalts,ok how about chinese food
request,whats the post code
inform,south
inform,vietnamese food
thankyou,thank you good bye
inform,thai food
affirm,yes
request,what is the address
affirm,right
inform,i dont care
request,address
inform,asian oriental
request,okay good whats the address and phone number
inform,i am looking for a restaurant in any area and it should serve barbecue food
inform,south
inform,malaysian food
inform,mediterranean
inform,any kind
hello,hello
request,address
request,price range
request,what is the address
thankyou,thank you good bye
request,whats their phone number
thankyou,thank you good bye
thankyou,thank you
request,what kind of food do they serve
inform,what asian oriental food
inform,pub or british type of food
inform,any kind
inform,cheap cheap restaurant
inform,im looking for european food
request,whats the address and phone number
reqalts,how about chinese food
affirm,yes
reqalts,how about chinese food
request,price range
inform,creative food
inform,south
request,what is the address
inform,can i have european food
inform,vegetarian food
thankyou,okay thank you good bye
inform,i want a cheap restaurant
inform,in the west
request,what is the phone number
affirm,yes
inform,steakhouse
inform,cheap gastropub
negate,no
inform,spanish food
affirm,yes
inform,japanese
inform,doesnt matter
reqalts,is the anything else
affirm,yes
request,what is the price range
thankyou,thank you good bye
inform,thai food
inform,international
inform,chinese food
inform,chinese food north part of town
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
request,phone number
affirm,yes
request,what is the address and phone number
thankyou,thank you goodbye
inform,doesnt matter
reqalts,what about turkish food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
affirm,uh yeah can i find a restaurant in the south part of town serving turkish food
request,phone number
affirm,yes
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant serving cuban food
inform,breath id like a moderately priced restaurant that serves thai food
inform,breath can i get a restaurant serving chinese food
inform,north american restaurant expensive
thankyou,thank you good bye
inform,im looking for a restaurant that serves welsh food
reqalts,how about chinese food
reqalts,how about indian food
inform,any
inform,i need a moderately priced restaurant serving fusion food
inform,east
request,uh whats the phone number
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about any price range
request,could i have the address and phone number please
reqalts,how about european
request,and type of food
thankyou,thank you good bye
inform,austrian food
inform,asian oriental
inform,it doesnt matter
thankyou,thank you good bye
request,what is the address
inform,i want to find a cheap restaurant in the south part of town
thankyou,thank you goodbye
reqalts,how about north american food
inform,south
inform,im looking for a cheap chinese restaurant
inform,expensive east part of town
thankyou,thank you good bye
inform,expensive
inform,food
request,part of town
thankyou,thank you good bye
inform,any
inform,im looking for a cheap restaurant in the south part of town
thankyou,thank you good bye
inform,im looking for an expensive restaurant serving french food
inform,moderate
request,may i have the address and phone number
request,may i have the address
affirm,yes
request,part of town
request,whats the price range
inform,bistro
request,and the post code
inform,west
inform,if there is no such venue how about european type of
inform,food
inform,international food
negate,no
inform,moderately priced
request,whats the address
repeat,repeat
affirm,yes
thankyou,thank you good bye
inform,moderately priced
inform,jamaican
request,whats the address
inform,thai
inform,moderately priced danish food
reqalts,um how about spanish food
inform,dont care
request,address
affirm,yes
request,what is their phone number
request,and the address
reqalts,other
reqalts,how about vietnamese
confirm,is it moderate priced
inform,i dont care
inform,south
thankyou,thank you good bye
inform,i dont care
request,whats the address
thankyou,thank you good bye
reqalts,how about asian oriental
inform,ringing i need a moderately priced restaurant
reqalts,how about one with thai food
inform,moderate priced in the north part of town
thankyou,thank you goodbye
inform,any price range
inform,north
inform,indian
inform,east
inform,um anything else please
thankyou,thank you good bye
inform,any
inform,the west part of town
inform,im looking for an expensive restaurant in the south part of town
request,what area
inform,east
inform,im looking for a restaurant in any area that serves persian food
inform,any
thankyou,thank you good bye
inform,moroccan
thankyou,thank you good bye
request,okay whats the address
thankyou,thank you good bye
reqalts,is there anything else
reqalts,how about asian oriental
inform,restaurant south part of town
reqalts,is there any thing else
inform,i need a moderately priced restaurant in the part of town
thankyou,okay thank you
inform,moderate
request,whats their phone number
inform,scandinavian
inform,id like a cheap restaurant in the south part of town
request,can i get the address
negate,no
thankyou,thank you good bye
negate,no australian food
request,and whats the price range
inform,i would like steakhouse food
request,address
inform,uh i dont care
request,whats the phone number
inform,british
affirm,ye
inform,<noise> any
request,whats the phone number
request,could i have the address
thankyou,thank you good bye
inform,thai food
inform,i dont care
inform,it doesnt matter
request,can i have the address
inform,spanish
reqalts,anything else
inform,south
request,whats the phone number
inform,im looking for a cheap restaurant in the north part
inform,moderately priced
inform,a restaurant that serves creative food
reqalts,how about asian oriental
inform,west
inform,<noise> i am looking for a moderately priced restaurant unintelligible
thankyou,thank you good bye
inform,a cheap restaurant serving mexican food
inform,chinese food thats moderately priced
request,address
thankyou,thank you good bye
request,what is the address
inform,portugese
reqalts,is there anything else
request,what kind of food does it serve
reqalts,how about british food
inform,cheap restaurant
inform,something cheap
inform,asian
request,what is the address and phone number
inform,i dont care
request,address
inform,german
negate,no chinese
thankyou,thank you good bye
inform,i dont care
request,whats the address
inform,okay change restaurant
inform,polynesia food
request,and the area
inform,the east
reqalts,what is available
request,may i have the phone number
request,and what area
inform,chinese food
inform,im looking for a moderate priced restaurant that serves indian food
inform,caribbean food
inform,indian food
inform,it doesnt matter
request,address
thankyou,thank you good bye
request,whats the address
thankyou,thank you good bye
request,and whats the post code
request,can i have their address and phone number please
inform,serving lebanese food
request,address phone number price range
inform,european type food
reqalts,how european food
inform,any type of food
inform,basque food
inform,cheap price range
thankyou,thank you good bye
inform,moderately priced restaurant in the west
thankyou,thank you good bye
thankyou,thank you goodbye <noise>
inform,korean food
inform,welch food
request,and the phone number
thankyou,thank you good bye
affirm,yes
reqalts,how about chinese food
thankyou,thank you good bye
reqalts,what about chinese in the south part of town
inform,chinese
inform,canapes
inform,in the east part of town
inform,south part of town
request,whats the phone number and post code
inform,dont care
affirm,yes
reqalts,anything else
thankyou,thank you good bye
request,phone number
reqalts,is there anything else
inform,it doesnt matter
inform,vegetarian
thankyou,thank you good bye
negate,no
request,can i have the address and phone number
inform,asian
request,what is the signature dish
request,what do they serve
inform,it doesnt matter
inform,moderately priced in the west
request,whats the phone number
request,can i get the address and phone number
inform,spanish
affirm,thats correct
inform,cross over
inform,can i get a restaurant with vegetarian food
inform,i dont care
inform,im looking for a restaurant in any area that serves kor
inform,i dont care
inform,any kind
inform,expensive
inform,looking for romanian food in the center of town
inform,portuguese food
inform,vegetarian food please
thankyou,alright thank you very much food bye
request,the food of the venue
inform,i want a restaurant in the south part of town that serves moroccan food
inform,australian
inform,breath i am looking for a restaurant in any area that serves gastropub type of food
request,area
inform,afghan
request,can i have the phone number
reqalts,is there anything else
request,post code
bye,goodbye
reqalts,is there anything else
inform,west
thankyou,thank you good bye
inform,any
request,part of town
inform,dont care
inform,anything
request,phone number and post code
request,what is the phone number and post code of the venue
inform,the south part of town
thankyou,thank you good bye
inform,moroccan
inform,asian oriental food
request,what is their phone number
request,what type of food is it
inform,any area
request,what is the address
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the south part of town
negate,no
inform,expensive
reqalts,anything else
request,phone number
request,phone number
inform,moderate moderate moderate moderate
inform,seafood
inform,south
request,and the phone number
request,phone number
reqalts,how about european type of food
request,okay can i get the address
inform,south part of town
request,what is the phone number
inform,im looking for a moderately priced restaurant
reqalts,how about asian oriental
thankyou,thank you good bye
reqalts,is there anything else
inform,food
request,whats the price range
request,phone number
request,what is the address
inform,i need a moderately priced restaurant in the west part of town
inform,im looking for a moderately priced restaurant and it should be in the east part of town
thankyou,thank you good bye
inform,cheap
inform,moderately priced restaurant
request,and what is the post code
thankyou,thank you good bye
thankyou,thank you good bye
request,the address
inform,cheap
request,phone number
thankyou,thank you good bye
thankyou,thank you goodbye
thankyou,thank you good bye
inform,im looking for a moderately priced restaurant in the south part of town
inform,looking for spanish food in the center of town
request,and phone number
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,and the food type
request,and the telephone number
reqalts,how about in the center
inform,i need a cheap restaurant in the south part of town
inform,and it should be in the south part of town
inform,im looking for moderately priced restaurant in the north part of town
request,can i have the address phone number
inform,cheap italian
request,phone number
inform,the west
inform,im looking for a cheap restaurant in the east part of town
request,what type of food
reqalts,what about korean food
inform,that serves spanish food
request,alright what is the address
ack,kay
thankyou,thank you good bye
inform,greek food
request,whats the phone number
inform,dont care
inform,dont care
inform,west
thankyou,thank you good bye
inform,expensive
thankyou,thank you good bye
request,phone number
affirm,breath correct
inform,expensive restaurant
request,could i have their address and phone number
inform,asian restaurant
thankyou,thank you good bye
confirm,is it in the center of town
thankyou,thank you good bye
inform,expensive restaurant breath
request,and the post code
request,phone number
bye,good bye
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
reqalts,anything else
request,can i have the address
thankyou,thank you good bye
inform,cheap
reqalts,how about korean food
inform,cheap restaurant in the west part of town
negate,no
inform,im looking for a cheap restaurant in the west part of town
thankyou,thank you goodbye
inform,in the moderately price range
reqalts,anything else
inform,it does not matter
inform,moderately priced
affirm,yes
request,what is the phone number
inform,im looking for a restaurant in any area that serves tuscan food
inform,food
affirm,right
thankyou,thank you good bye
inform,italian
inform,asian food
inform,im looking for a moderately priced restaurant
reqalts,how about chinese food
deny,wrong
request,and the address
inform,south
inform,okay uh how bout british food
request,and the post code
reqalts,how about european type of food
inform,indonesian food
request,what is there address
inform,iam looking for a cheap restaurant and it should be in the north part of town
affirm,yes
negate,no
thankyou,thank you good bye
request,address
request,whats the address
request,phone number
thankyou,thank you good bye
request,post code
affirm,yes spanish restaurant
request,and the phone number
request,whats its phone number
request,where is it
inform,i dont care
thankyou,thank you good bye
inform,can i have an expensive restaurant
bye,good bye
request,phone number
reqalts,anything else
inform,i want a restaurant in the center that serves french food
affirm,yes
reqalts,how about thai food
request,and the phone number
request,phone number
inform,dont care
inform,south
inform,indian
inform,east
inform,um im looking for a restaurant in the center part of town that serves lebanese food
request,may i have the phone number
inform,any
inform,im looking for a restaurant
request,address
inform,moderate
